Type,Posting Date,Document Number,Item No.,Ordered Quantity,Delivered Quantity,Remaining Open Qty,From Warehouse Code,To Warehouse,Remarks,Special Instruction,Branch Name,Branch Name v2,Document Status,Due Date,User_Code,PO Number,ISMS SO#,CBM,Customer/Vendor Code,Customer/Vendor Name,Delivery Type
ITR,2025-10-02,345709,50QUHW01,5,5,0,FWH14P1F,ALS005,,,,ALSONS MASBATE,C,2025-10-04,rexconde,916253958,202509-0020594,0.09,,,
ITR,2025-10-02,345709,32STW101,9,7,0,FWH14P1F,ALS005,,,,ALSONS MASBATE,C,2025-10-04,rexconde,916253958,202509-0020594,0.04,,,
ITR,2025-10-02,345709,SONIQUE SURF,5,5,0,FWH14P1F,ALS005,,,,ALSONS MASBATE,C,2025-10-04,rexconde,916253958,202509-0020594,0,,,
ITR,2025-10-01,346486,SONIQUE RAVE 501,2,2,0,FWH14P1F,ABV034,,ADD STK,,ABENSON WM CABANATUAN,C,2025-10-02,rexconde,,202510-0021014,0,,,
ITR,2025-10-01,346487,55UHW201,2,2,0,FWH14P1F,ABV043,,ADD STK,,ABENSON WM MAKILING,C,2025-10-02,rexconde,,202510-0021015,0.13,,,
ITR,2025-10-01,346487,65QUHW01,2,2,0,FWH14P1F,ABV043,,ADD STK,,ABENSON WM MAKILING,C,2025-10-02,rexconde,,202510-0021015,0.19,,,
ITR,2025-10-01,346487,43STW101,4,4,0,FWH14P1F,ABV043,,ADD STK,,ABENSON WM MAKILING,C,2025-10-02,rexconde,,202510-0021015,0.09,,,
ITR,2025-10-01,346487,75UHD206,1,1,0,FWH14P1F,ABV043,,ADD STK,,ABENSON WM MAKILING,C,2025-10-02,rexconde,,202510-0021015,0,,,
ITR,2025-10-01,346488,65QUHW01,1,1,0,FWH14P1F,ABV051,,,,ABENSON WM TANAUAN,C,2025-10-02,rexconde,,202510-0021016,0.19,,,
ITR,2025-10-01,346488,55QUHW01,6,6,0,FWH14P1F,ABV051,,,,ABENSON WM TANAUAN,C,2025-10-02,rexconde,,202510-0021016,0.13,,,
ITR,2025-10-01,346488,SWS-01,10,10,0,FWH14P1F,ABV051,,,,ABENSON WM TANAUAN,C,2025-10-02,rexconde,,202510-0021016,0,,,
ITR,2025-10-01,346488,65UHD205,3,3,0,FWH14P1F,ABV051,,,,ABENSON WM TANAUAN,C,2025-10-02,rexconde,,202510-0021016,0.25,,,
ITR,2025-10-01,346489,55UHW201,5,5,0,FWH14P1F,ABV051,,,,ABENSON WM TANAUAN,C,2025-10-02,rexconde,,202510-0021016,0.13,,,
ITR,2025-10-01,346489,43STW101,7,7,0,FWH14P1F,ABV051,,,,ABENSON WM TANAUAN,C,2025-10-02,rexconde,,202510-0021016,0.09,,,
ITR,2025-10-01,346489,75UHD206,2,2,0,FWH14P1F,ABV051,,,,ABENSON WM TANAUAN,C,2025-10-02,rexconde,,202510-0021016,0,,,
ITR,2025-10-01,346490,55QUHW01,2,2,0,FWH14P1F,ABV155,,,,ABENSON DAGUPAN,C,2025-10-03,rexconde,,202510-0021017,0.13,,,
ITR,2025-10-01,346491,SONIQUE SURF,5,5,0,FWH14P1F,ABV137,exhibit stock,EXHIBIT,,ABENSON WM BALIUAG,C,2025-10-03,rexconde,,202510-0021018,0,,,
ITR,2025-10-01,346491,55QUHW01,4,4,0,FWH14P1F,ABV137,exhibit stock,EXHIBIT,,ABENSON WM BALIUAG,C,2025-10-03,rexconde,,202510-0021018,0.13,,,
ITR,2025-10-01,346491,32STW101,2,2,0,FWH14P1F,ABV137,,EXHIBIT,,ABENSON WM BALIUAG,C,2025-10-03,rexconde,,202510-0021018,0.04,,,
ITR,2025-10-01,346491,55UHW201,5,5,0,FWH14P1F,ABV137,exhibit stock,EXHIBIT,,ABENSON WM BALIUAG,C,2025-10-03,rexconde,,202510-0021018,0.13,,,
ITR,2025-10-01,346491,43STW101,2,2,0,FWH14P1F,ABV137,,EXHIBIT,,ABENSON WM BALIUAG,C,2025-10-03,rexconde,,202510-0021018,0.09,,,
ITR,2025-10-01,346492,43STW101,3,3,0,FWH14P1F,ABV041,,,,ABENSON WM GUIGUINTO,C,2025-10-03,rexconde,,202510-0021019,0.09,,,
ITR,2025-10-01,346492,50QUHW01,3,3,0,FWH14P1F,ABV041,,,,ABENSON WM GUIGUINTO,C,2025-10-03,rexconde,,202510-0021019,0.09,,,
ITR,2025-10-01,346492,SONIQUE SURF,10,10,0,FWH14P1F,ABV041,,,,ABENSON WM GUIGUINTO,C,2025-10-03,rexconde,,202510-0021019,0,,,
ITR,2025-10-01,346493,65UHD205,1,1,0,FWH14P1F,ABV045,,,,ABENSON WM PLARIDEL,C,2025-10-03,rexconde,,202510-0021020,0.25,,,
ITR,2025-10-01,346493,50QUHW01,1,1,0,FWH14P1F,ABV045,,,,ABENSON WM PLARIDEL,C,2025-10-03,rexconde,,202510-0021020,0.09,,,
ITR,2025-10-01,346493,55QUHW01,1,1,0,FWH14P1F,ABV045,,,,ABENSON WM PLARIDEL,C,2025-10-03,rexconde,,202510-0021020,0.13,,,
ITR,2025-10-01,346494,SONIQUE VIBE 301,2,2,0,FWH14P1F,ABV048,,,,ABENSON WM STA. MARIA,C,2025-10-03,rexconde,,202510-0021021,0,,,
ITR,2025-10-01,346495,SWS-01,5,5,0,FWH14P1F,ABV048,,,,ABENSON WM STA. MARIA,C,2025-10-03,rexconde,,202510-0021022,0,,,
ITR,2025-10-01,346495,43STW101,5,5,0,FWH14P1F,ABV048,,,,ABENSON WM STA. MARIA,C,2025-10-03,rexconde,,202510-0021022,0.09,,,
ITR,2025-10-01,346496,32STW101,3,3,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,rexconde,,202510-0021023,0.04,,,
ITR,2025-10-01,346496,55UHW201,3,3,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,rexconde,,202510-0021023,0.13,,,
ITR,2025-10-01,346496,43UHD205,3,3,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,rexconde,,202510-0021023,0.09,,,
ITR,2025-10-01,346496,SONIQUE SURF,5,5,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,rexconde,,202510-0021023,0,,,
ITR,2025-10-01,346496,55QUHW01,1,1,0,FWH14P1F,ABV079,,,,ABENSON PG LAOAG,C,2025-10-04,rexconde,,202510-0021023,0.13,,,
ITR,2025-10-01,346497,SWS-01,4,4,0,FWH07CEB,MGA 9,,,,METRO CARCAR,C,2025-10-03,mmayorga,,202510-0021024,0,,,
ITR,2025-10-01,346497,43STV104,2,2,0,FWH07CEB,MGA 9,,,,METRO CARCAR,C,2025-10-03,mmayorga,,202510-0021024,0.09,,,
ITR,2025-10-01,346497,43UHD205,2,2,0,FWH07CEB,MGA 9,,,,METRO CARCAR,C,2025-10-03,mmayorga,,202510-0021024,0.09,,,
ITR,2025-10-01,346497,55QUHW01,2,2,0,FWH07CEB,MGA 9,,,,METRO CARCAR,C,2025-10-03,mmayorga,,202510-0021024,0.13,,,
ITR,2025-10-01,346498,55UHW201,3,3,0,FWH07CEB,MGA 21,,,,METRO TOLEDO,C,2025-10-03,mmayorga,,202510-0021025,0.13,,,
ITR,2025-10-01,346498,32STV104,3,3,0,FWH07CEB,MGA 21,,,,METRO TOLEDO,C,2025-10-03,mmayorga,,202510-0021025,0.05,,,
ITR,2025-10-01,346498,SONIQUE SURF,4,4,0,FWH07CEB,MGA 21,,,,METRO TOLEDO,C,2025-10-03,mmayorga,,202510-0021025,0,,,
ITR,2025-10-01,346498,55QUHW01,3,3,0,FWH07CEB,MGA 21,,,,METRO TOLEDO,C,2025-10-03,mmayorga,,202510-0021025,0.13,,,
ITR,2025-10-01,346499,SONIQUE SURF,13,13,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,mmayorga,,202510-0021028,0,,,
ITR,2025-10-01,346499,55UHW201,10,10,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,mmayorga,,202510-0021028,0.13,,,
ITR,2025-10-01,346499,50QUHW01,2,2,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,mmayorga,,202510-0021028,0.09,,,
ITR,2025-10-01,346500,32STW101,5,5,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,mmayorga,,202510-0021028,0.04,,,
ITR,2025-10-01,346500,65UHD205,3,3,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,mmayorga,,202510-0021028,0.25,,,
ITR,2025-10-01,346500,SWS-01,3,3,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,mmayorga,,202510-0021028,0,,,
ITR,2025-10-01,346500,75UHD205,3,3,0,FWH07CEB,IMP081,,,,IMPERIAL CARCAR CEBU,C,2025-10-03,mmayorga,,202510-0021028,0.43,,,
ITR,2025-10-01,346501,32STW101,3,3,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,vmindana,,202510-0021026,0.04,,,
ITR,2025-10-01,346501,43STW101,3,3,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,vmindana,,202510-0021026,0.09,,,
ITR,2025-10-01,346501,75UHD206,1,1,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,vmindana,,202510-0021026,0,,,
ITR,2025-10-01,346501,SONIQUE SURF,2,2,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,vmindana,,202510-0021026,0,,,
ITR,2025-10-01,346501,SWS-01,8,8,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,vmindana,,202510-0021026,0,,,
ITR,2025-10-01,346502,SONIQUE VIBE 301,2,2,0,FWH14P1F,ROB072,,ADD STK,,ROBINSONS GENERAL TRIAS,C,2025-10-02,vmindana,,202510-0021027,0,,,
ITR,2025-10-01,346503,50QUHW01,3,3,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,vmindana,,202510-0021029,0.09,,,
ITR,2025-10-01,346503,55UHW201,5,5,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,vmindana,,202510-0021029,0.13,,,
ITR,2025-10-01,346503,75UHD206,1,1,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,vmindana,,202510-0021029,0,,,
ITR,2025-10-01,346503,SONIQUE SURF,10,10,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,vmindana,,202510-0021029,0,,,
ITR,2025-10-01,346503,SWS-01,10,10,0,FWH14P1F,ROB040,,ADD STK,,ROBINSONS LIPA,C,2025-10-02,vmindana,,202510-0021029,0,,,
ITR,2025-10-01,346504,65UHD205,1,1,0,FWH14P1F,ROB010,,ADD STK,,ROBINSONS CABANATUAN,C,2025-10-02,vmindana,,202510-0021030,0.25,,,
ITR,2025-10-01,346504,SONIQUE SURF,3,3,0,FWH14P1F,ROB010,,ADD STK,,ROBINSONS CABANATUAN,C,2025-10-02,vmindana,,202510-0021030,0,,,
ITR,2025-10-01,346505,55QUHW01,3,3,0,FWH14P1F,ABV023,,CU/SPCL WAY,,ABENSON PG TANZA,C,2025-10-02,rexconde,,,0.13,,,
ITR,2025-10-01,346505,65UHD205,1,1,0,FWH14P1F,ABV023,,CU/SPCL WAY,,ABENSON PG TANZA,C,2025-10-02,rexconde,,,0.25,,,
ITR,2025-10-01,346505,SONIQUE SURF,4,4,0,FWH14P1F,ABV023,,CU/SPCL WAY,,ABENSON PG TANZA,C,2025-10-02,rexconde,,,0,,,
ITR,2025-10-01,346506,55QUHW01,1,1,0,FWH14P1F,ROB038,,CU,,ROBINSONS LEMERY,C,2025-10-02,vmindana,,202510-0021031,0.13,,,
ITR,2025-10-01,346507,55QUHW01,1,1,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,vmindana,,,0.13,,,
ITR,2025-10-01,346507,SONIQUE SURF,1,1,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,vmindana,,,0,,,
ITR,2025-10-01,346508,SONIQUE VIBE 301,2,2,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,vmindana,,,0,,,
ITR,2025-10-01,346508,SONIQUE LITE 201,2,2,0,FWH14P1F,ROB033,,CU,,ROBINSONS IMUS,C,2025-10-06,vmindana,,,0,,,
ITR,2025-10-01,346509,SONIQUE VIBE 301,2,2,0,FWH14P1F,ABV156,,CU,,ABENSON WM NAIC,C,2025-10-02,rexconde,,,0,,,
ITR,2025-10-01,346510,55UHW201,2,2,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,rexconde,,,0.13,,,
ITR,2025-10-01,346510,43STW101,4,4,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,rexconde,,,0.09,,,
ITR,2025-10-01,346510,55QUHW01,2,2,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,rexconde,,,0.13,,,
ITR,2025-10-01,346510,SWS-01,10,10,0,FWH14P1F,ABV156,,CU WITH PROOF,,ABENSON WM NAIC,C,2025-10-02,rexconde,,,0,,,
ITR,2025-10-01,346511,98UHW201,1,1,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,rexconde,,,0,,,
ITR,2025-10-01,346511,SB-50,1,1,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,rexconde,,,0.06,,,
ITR,2025-10-01,346511,55QUHW01,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,rexconde,,,0.13,,,
ITR,2025-10-01,346511,43UHD205,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,rexconde,,,0.09,,,
ITR,2025-10-01,346511,SONIQUE SURF,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,rexconde,,,0,,,
ITR,2025-10-01,346511,SWS-01,2,2,0,FWH14P1F,ABV075,APPROVED BY SIR MANNY,CU WITH PROOF/SPCL WAY,,ABENSON NEPO ANGELES,C,2025-10-02,rexconde,,,0,,,
ITR,2025-10-01,346512,65QUHW01,1,1,0,FWH14P1F,ROB063,,CU,,ROBINSONS SILANG,C,2025-10-06,vmindana,,,0.19,,,
ITR,2025-10-01,346512,SONIQUE SURF,1,1,0,FWH14P1F,ROB063,,CU,,ROBINSONS SILANG,C,2025-10-06,vmindana,,,0,,,
ITR,2025-10-01,346513,SONIQUE VIBE 301,6,6,0,FWH14P1F,ROB063,,CU,,ROBINSONS SILANG,C,2025-10-06,vmindana,,,0,,,
ITR,2025-10-01,346514,50QUHW01,2,2,0,FWH14P1F,MAG013,,CU,,MAGIC SAN JOSE,C,2025-10-02,mmayorga,,,0.09,,,
ITR,2025-10-01,346514,SWS-01,2,2,0,FWH14P1F,MAG013,,CU,,MAGIC SAN JOSE,C,2025-10-02,mmayorga,,,0,,,
ITR,2025-10-01,346515,32STW101,5,5,0,FWH14P1F,ROB053,,,,ROBINSONS PAGSANJAN,C,2025-10-06,vmindana,,202510-0021073,0.04,,,
ITR,2025-10-01,346515,43STW101,3,3,0,FWH14P1F,ROB053,,,,ROBINSONS PAGSANJAN,C,2025-10-06,vmindana,,202510-0021073,0.09,,,
ITR,2025-10-01,346516,55QUHW01,3,3,0,FWH14P1F,CSI008,,CU,,CSI AGOO,C,2025-10-03,vmindana,,202510-0021032,0.13,,,
ITR,2025-10-01,346516,55UHW201,3,3,0,FWH14P1F,CSI008,,CU,,CSI AGOO,C,2025-10-03,vmindana,,202510-0021032,0.13,,,
ITR,2025-10-01,346517,32STW101,3,3,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,vmindana,,202510-0021032,0.04,,,
ITR,2025-10-01,346517,43STW101,2,2,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,vmindana,,202510-0021032,0.09,,,
ITR,2025-10-01,346517,50QUHW01,1,1,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,vmindana,,202510-0021032,0.09,,,
ITR,2025-10-01,346517,SONIQUE SURF,3,3,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,vmindana,,202510-0021032,0,,,
ITR,2025-10-01,346517,SWS-01,5,5,0,FWH14P1F,CSI008,,,,CSI AGOO,C,2025-10-03,vmindana,,202510-0021032,0,,,
ITR,2025-10-01,346518,75UHD206,1,1,0,FWH14P1F,CSI009,,,,CSI MANAOAG,C,2025-10-03,vmindana,,202510-0021033,0,,,
ITR,2025-10-01,346518,SONIQUE SURF,5,5,0,FWH14P1F,CSI009,,,,CSI MANAOAG,C,2025-10-03,vmindana,,202510-0021033,0,,,
ITR,2025-10-01,346519,55UHW201,7,7,0,FWH14P1F,COS004,,,,CSI TAYUG,C,2025-10-03,vmindana,,202510-0021034,0.13,,,
ITR,2025-10-01,346519,SONIQUE SURF,10,10,0,FWH14P1F,COS004,,,,CSI TAYUG,C,2025-10-03,vmindana,,202510-0021034,0,,,
ITR,2025-10-01,346520,32STW101,5,5,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,vmindana,,202510-0021035,0.04,,,
ITR,2025-10-01,346520,55UHW201,7,7,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,vmindana,,202510-0021035,0.13,,,
ITR,2025-10-01,346520,75UHD206,1,1,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,vmindana,,202510-0021035,0,,,
ITR,2025-10-01,346521,SONIQUE SURF,15,15,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,vmindana,,202510-0021035,0,,,
ITR,2025-10-01,346521,SWS-01,5,5,0,FWH14P1F,COS002,,,,CSI ALAMINOS,C,2025-10-03,vmindana,,202510-0021035,0,,,
ITR,2025-10-01,346522,32STW101,8,8,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,vmindana,,202510-0021037,0.04,,,
ITR,2025-10-01,346522,50QUHW01,2,2,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,vmindana,,202510-0021037,0.09,,,
ITR,2025-10-01,346522,55UHW201,2,2,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,vmindana,,202510-0021037,0.13,,,
ITR,2025-10-01,346522,SWS-01,10,10,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,vmindana,,202510-0021037,0,,,
ITR,2025-10-01,346523,SONIQUE LITE 201,2,2,0,FWH14P1F,CSI002,,,,CSI DAGUPAN,C,2025-10-03,vmindana,,202510-0021038,0,,,
ITR,2025-10-01,346524,32STW101,3,3,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,vmindana,,202510-0021039,0.04,,,
ITR,2025-10-01,346524,43STW101,3,3,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,vmindana,,202510-0021039,0.09,,,
ITR,2025-10-01,346524,50QUHW01,1,1,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,vmindana,,202510-0021039,0.09,,,
ITR,2025-10-01,346524,SWS-01,10,10,0,FWH14P1F,COS003,,,,CSI SAN CARLOS,C,2025-10-03,vmindana,,202510-0021039,0,,,
ITR,2025-10-01,346525,43STW101,2,2,0,FWH14P1F,CSI011,,,,CSI CANDON,C,2025-10-03,vmindana,,202510-0021041,0.09,,,
ITR,2025-10-01,346525,50QUHW01,2,2,0,FWH14P1F,CSI011,,,,CSI CANDON,C,2025-10-03,vmindana,,202510-0021041,0.09,,,
ITR,2025-10-01,346525,75UHD206,1,1,0,FWH14P1F,CSI011,,,,CSI CANDON,C,2025-10-03,vmindana,,202510-0021041,0,,,
ITR,2025-10-01,346526,43STW101,5,5,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,vmindana,,202510-0021042,0.09,,,
ITR,2025-10-01,346526,50QUHW01,5,5,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,vmindana,,202510-0021042,0.09,,,
ITR,2025-10-01,346526,55UHW201,5,5,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,vmindana,,202510-0021042,0.13,,,
ITR,2025-10-01,346527,SONIQUE SURF,10,10,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,vmindana,,202510-0021042,0,,,
ITR,2025-10-01,346527,SWS-01,10,10,0,FWH14P1F,TIO001,,,,TIONGSAN HARRISON,C,2025-10-03,vmindana,,202510-0021042,0,,,
ITR,2025-10-01,346528,SONIQUE VIBE 301,1,1,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,mmayorga,111619,202510-0021010,0,,,
ITR,2025-10-01,346529,SONIQUE SURF,10,10,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,mmayorga,111619,202510-0021011,0,,,
ITR,2025-10-01,346529,SWS-01,5,5,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,mmayorga,111619,202510-0021011,0,,,
ITR,2025-10-01,346529,55UHW201,5,5,0,FWH14P1F,MEG016,,,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,mmayorga,111619,202510-0021011,0.13,,,
ITR,2025-10-01,346529,65QUHW01,1,1,0,FWH14P1F,MEG016,,CU,,MEGASAVER SAN FERNANDO LA UNION,C,2025-10-03,mmayorga,111619,202510-0021011,0.19,,,
ITR,2025-10-01,346530,SONIQUE SURF,25,25,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,mmayorga,,202510-0021012,0,,,
ITR,2025-10-01,346530,43STW101,5,5,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,mmayorga,,202510-0021012,0.09,,,
ITR,2025-10-01,346531,55UHW201,20,20,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,mmayorga,,202510-0021012,0.13,,,
ITR,2025-10-01,346531,SWS-01,10,10,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,mmayorga,,202510-0021012,0,,,
ITR,2025-10-01,346532,32STW101,10,10,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,mmayorga,,202510-0021012,0.04,,,
ITR,2025-10-01,346532,50QUHW01,2,2,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,mmayorga,,202510-0021012,0.09,,,
ITR,2025-10-01,346533,SONIQUE VIBE 301,5,5,0,FWH14P1F,MAG002,,,,MAGIC ALAMINOS,C,2025-10-03,mmayorga,,202510-0021013,0,,,
ITR,2025-10-01,346534,SONIQUE VIBE 301,2,2,0,FWH14P1F,MAG021,,,,MAGIC SAN CARLOS 2,C,2025-10-03,mmayorga,,202510-0021040,0,,,
ITR,2025-10-01,346535,55UHW201,5,5,0,FWH14P1F,MAG021,,,,MAGIC SAN CARLOS 2,C,2025-10-03,mmayorga,,202510-0021043,0.13,,,
ITR,2025-10-01,346535,55QUHW01,3,3,0,FWH14P1F,MAG021,,CU,,MAGIC SAN CARLOS 2,C,2025-10-03,mmayorga,,202510-0021043,0.13,,,
ITR,2025-10-01,346536,SONIQUE VIBE 301,1,1,0,FWH14P1F,MAG005,,,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021047,0,,,
ITR,2025-10-01,346537,SONIQUE SURF,10,10,0,FWH14P1F,MAG005,,,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0,,,
ITR,2025-10-01,346537,SWS-01,10,10,0,FWH14P1F,MAG005,,,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0,,,
ITR,2025-10-01,346537,43STW101,10,10,0,FWH14P1F,MAG005,,,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0.09,,,
ITR,2025-10-01,346538,55UHW201,8,8,0,FWH14P1F,MAG005,,,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0.13,,,
ITR,2025-10-01,346538,32STW101,7,7,0,FWH14P1F,MAG005,,,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0.04,,,
ITR,2025-10-01,346538,50QUHW01,4,4,0,FWH14P1F,MAG005,,,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0.09,,,
ITR,2025-10-01,346538,75UHD206,3,3,0,FWH14P1F,MAG005,,CU,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0,,,
ITR,2025-10-01,346538,65UHD205,2,2,0,FWH14P1F,MAG005,,CU,,MAGIC LINGAYEN,C,2025-10-03,mmayorga,,202510-0021048,0.25,,,
ITR,2025-10-01,346539,SONIQUE LITE 201,2,2,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021049,0,,,
ITR,2025-10-01,346539,SONIQUE VIBE 301,2,2,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021049,0,,,
ITR,2025-10-01,346540,32STW101,5,5,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021050,0.04,,,
ITR,2025-10-01,346540,43STW101,5,5,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021050,0.09,,,
ITR,2025-10-01,346540,55UHW201,2,2,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021050,0.13,,,
ITR,2025-10-01,346540,55QUHW01,2,2,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021050,0.13,,,
ITR,2025-10-01,346540,50QUHW01,1,1,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021050,0.09,,,
ITR,2025-10-01,346540,75UHD206,1,1,0,FWH14P1F,MAG010,,,,MAGIC NEPO MALL,C,2025-10-03,mmayorga,,202510-0021050,0,,,
ITR,2025-10-01,346541,SONIQUE VIBE 301,2,2,0,FWH14P1F,MAG018,,,,MAGIC ZAMBALES,C,2025-10-03,mmayorga,,202510-0021052,0,,,
ITR,2025-10-01,346542,SONIQUE SURF,25,25,0,FWH14P1F,MAG018,,,,MAGIC ZAMBALES,C,2025-10-03,mmayorga,,202510-0021053,0,,,
ITR,2025-10-01,346542,50QUHW01,5,5,0,FWH14P1F,MAG018,,,,MAGIC ZAMBALES,C,2025-10-03,mmayorga,,202510-0021053,0.09,,,
ITR,2025-10-01,346543,SWS-01,15,15,0,FWH14P1F,MAG018,,,,MAGIC ZAMBALES,C,2025-10-03,mmayorga,,202510-0021053,0,,,
ITR,2025-10-01,346543,43STW101,10,10,0,FWH14P1F,MAG018,,,,MAGIC ZAMBALES,C,2025-10-03,mmayorga,,202510-0021053,0.09,,,
